,0
276,254.0
277,250.0
278,245.0
279,248.0
280,253.0
281,255.0
282,254.0
283,249.0
284,249.0
285,247.0
286,245.0
287,243.0
288,242.0
289,239.0
290,235.0
291,234.0
292,234.0
293,231.0
294,224.0
295,216.0
296,209.0
297,205.0
298,199.0
299,195.0
300,192.0
301,188.0
302,189.0
303,184.0
304,176.0
305,170.0
306,164.0
307,160.0
308,157.0
309,151.0
310,150.0
311,145.0
312,140.0
313,138.0
314,135.0
315,136.0
316,137.0
317,137.0
318,141.0
319,147.0
320,154.0
321,160.0
322,167.0
323,172.0
324,172.0
325,176.0
326,178.0
327,179.0
328,179.0
329,179.0
330,173.0
331,168.0
332,156.0
333,143.0
334,134.0
335,120.0
336,105.0
337,93.0
338,83.0
339,74.0
340,69.0
341,70.0
342,61.0
343,57.0
344,57.0
345,56.0
346,55.0
347,54.0
348,55.0
349,58.0
350,59.0
351,63.0
352,63.0
353,60.0
354,61.0
355,66.0
356,75.0
357,84.0
358,91.0
359,92.0
360,88.0
361,86.0
362,87.0
363,90.0
364,97.0
365,109.0
366,113.0
367,113.0
368,113.0
369,114.0
370,118.0
371,121.0
372,123.0
373,126.0
374,130.0
375,140.0
376,145.0
377,149.0
378,155.0
379,159.0
380,163.0
381,167.0
382,171.0
383,184.0
384,194.0
385,191.0
386,192.0
387,195.0
388,197.0
389,200.0
390,205.0
391,214.0
392,215.0
393,212.0
394,212.0
395,214.0
396,216.0
397,219.0
398,221.0
399,230.0
400,236.0
401,239.0
402,246.0
403,244.0
404,242.0
405,241.0
406,246.0
407,252.0
408,251.0
409,258.0
410,256.0
411,255.0
412,252.0
413,255.0
414,259.0
415,262.0
416,265.0
417,266.0
418,267.0
419,268.0
420,270.0
421,276.0
422,272.0
423,264.0
424,259.0
425,260.0
426,258.0
427,260.0
428,264.0
429,263.0
430,261.0
431,258.0
432,261.0
433,263.0
434,266.0
435,269.0
436,272.0
437,275.0
438,284.0
439,281.0
440,280.0
441,284.0
442,300.0
443,302.0
444,305.0
445,301.0
446,280.0
447,276.0
448,273.0
449,270.0
450,267.0
451,272.0
452,277.0
453,278.0
454,280.0
455,283.0
456,285.0
457,282.0
458,276.0
459,273.0
460,270.0
461,270.0
462,272.0
463,270.0
464,271.0
465,274.0
466,276.0
467,278.0
468,281.0
469,285.0
470,288.0
471,289.0
472,291.0
473,290.0
474,294.0
475,301.0
476,305.0
477,305.0
478,305.0
479,303.0
480,304.0
481,306.0
482,305.0
483,303.0
484,300.0
485,298.0
486,293.0
487,291.0
488,284.0
489,280.0
490,271.0
491,268.0
492,261.0
493,257.0
494,254.0
495,250.0
496,252.0
497,256.0
498,249.0
499,238.0
500,230.0
501,235.0
502,234.0
503,242.0
504,245.0
505,245.0
506,243.0
507,238.0
508,234.0
509,233.0
510,233.0
511,239.0
512,233.0
513,229.0
514,224.0
515,218.0
516,218.0
517,219.0
518,219.0
519,214.0
520,208.0
521,205.0
522,206.0
523,205.0
524,198.0
525,191.0
526,187.0
527,183.0
528,181.0
529,187.0
530,190.0
531,192.0
532,195.0
533,194.0
534,196.0
535,194.0
536,190.0
537,191.0
538,194.0
539,197.0
540,191.0
541,187.0
542,186.0
543,189.0
544,185.0
545,182.0
546,177.0
547,178.0
548,178.0
549,177.0
550,179.0
551,175.0
552,170.0
553,168.0
554,169.0
555,170.0
556,171.0
557,169.0
558,164.0
559,162.0
560,163.0
561,159.0
562,157.0
563,157.0
564,152.0
565,146.0
566,140.0
567,134.0
568,134.0
569,137.0
570,131.0
571,129.0
572,125.0
573,122.0
574,117.0
575,112.0
576,110.0
577,109.0
578,107.0
579,107.0
580,106.0
581,102.0
582,99.0
583,98.0
584,100.0
585,101.0
586,103.0
587,103.0
588,106.0
589,108.0
590,109.0
591,111.0
592,107.0
593,107.0
594,109.0
595,110.0
596,114.0
597,117.0
598,120.0
599,124.0
600,125.0
601,128.0
602,131.0
603,136.0
604,139.0
605,138.0
606,138.0
607,140.0
608,140.0
609,123.0
610,124.0
611,126.0
612,128.0
613,127.0
614,128.0
615,130.0
616,133.0
617,136.0
618,137.0
619,138.0
620,140.0
621,142.0
622,149.0
623,156.0
624,156.0
625,153.0
626,150.0
627,150.0
628,152.0
629,151.0
630,150.0
631,149.0
632,148.0
633,149.0
634,150.0
635,152.0
636,156.0
637,157.0
638,156.0
639,158.0
640,157.0
641,156.0
642,155.0
643,154.0
644,152.0
645,151.0
646,151.0
647,152.0
648,153.0
649,159.0
650,172.0
651,172.0
652,170.0
653,166.0
654,160.0
655,157.0
656,155.0
657,153.0
658,157.0
659,165.0
660,173.0
661,179.0
662,183.0
663,187.0
664,189.0
665,195.0
666,198.0
667,198.0
668,203.0
669,206.0
670,208.0
671,210.0
672,212.0
673,213.0
674,213.0
675,214.0
676,216.0
677,222.0
678,220.0
679,220.0
680,217.0
681,216.0
682,218.0
683,221.0
684,221.0
685,227.0
686,236.0
687,237.0
688,235.0
689,235.0
690,236.0
691,238.0
692,242.0
693,243.0
694,245.0
695,245.0
696,239.0
697,235.0
698,238.0
699,246.0
700,250.0
701,254.0
702,260.0
703,262.0
704,264.0
705,267.0
706,267.0
707,265.0
708,259.0
709,256.0
710,257.0
711,256.0
712,259.0
713,267.0
714,263.0
715,262.0
716,259.0
717,258.0
718,258.0
719,259.0
720,254.0
721,248.0
722,248.0
723,247.0
724,246.0
725,245.0
726,247.0
727,254.0
728,263.0
729,270.0
730,274.0
731,280.0
732,281.0
733,282.0
734,281.0
735,279.0
736,278.0
737,277.0
738,280.0
739,281.0
740,287.0
741,287.0
742,278.0
743,272.0
744,270.0
745,267.0
746,266.0
747,264.0
748,269.0
749,275.0
750,283.0
751,285.0
752,286.0
753,285.0
754,286.0
755,288.0
756,289.0
757,296.0
758,305.0
759,310.0
760,309.0
761,307.0
762,311.0
763,312.0
764,305.0
765,300.0
766,296.0
767,291.0
768,288.0
769,282.0
770,274.0
771,267.0
772,261.0
773,255.0
774,250.0
775,246.0
776,238.0
777,231.0
778,227.0
779,220.0
780,208.0
781,201.0
782,199.0
783,201.0
784,199.0
785,196.0
786,190.0
787,187.0
788,182.0
789,174.0
790,169.0
791,162.0
792,154.0
793,147.0
794,138.0
795,133.0
796,132.0
797,129.0
798,125.0
799,123.0
800,123.0
801,123.0
802,122.0
803,121.0
804,121.0
805,120.0
806,116.0
807,113.0
808,113.0
809,110.0
810,111.0
811,110.0
812,110.0
813,108.0
814,105.0
815,103.0
816,105.0
817,103.0
818,101.0
819,101.0
820,101.0
821,101.0
822,101.0
823,101.0
824,104.0
825,105.0
826,106.0
827,102.0
828,101.0
829,104.0
830,103.0
831,103.0
832,102.0
833,99.0
834,110.0
835,116.0
836,128.0
837,140.0
838,149.0
839,158.0
840,165.0
841,171.0
842,177.0
843,182.0
844,189.0
845,190.0
846,189.0
847,184.0
848,182.0
849,180.0
850,173.0
851,165.0
852,162.0
853,165.0
854,163.0
855,156.0
856,154.0
857,156.0
858,162.0
859,162.0
860,159.0
861,156.0
862,154.0
863,154.0
864,156.0
865,160.0
866,161.0
867,162.0
868,161.0
869,158.0
870,160.0
871,162.0
872,158.0
873,154.0
874,154.0
875,154.0
876,153.0
877,152.0
878,150.0
879,150.0
880,149.0
881,148.0
882,145.0
883,145.0
884,145.0
885,145.0
886,145.0
887,144.0
888,144.0
889,146.0
890,144.0
891,143.0
892,143.0
893,142.0
894,141.0
895,141.0
896,149.0
897,159.0
898,161.0
899,158.0
900,157.0
901,157.0
902,157.0
903,154.0
904,152.0
905,152.0
906,157.0
907,158.0
908,151.0
909,150.0
910,151.0
911,151.0
912,148.0
913,147.0
914,151.0
915,154.0
916,154.0
917,153.0
918,152.0
919,151.0
920,151.0
921,149.0
922,148.0
923,142.0
924,138.0
925,137.0
926,137.0
927,137.0
928,139.0
929,139.0
930,138.0
931,134.0
932,135.0
933,136.0
934,136.0
935,133.0
936,131.0
937,133.0
938,138.0
939,136.0
940,134.0
941,140.0
942,144.0
943,144.0
944,145.0
945,147.0
946,149.0
947,151.0
948,153.0
949,156.0
950,152.0
951,146.0
952,149.0
953,151.0
954,155.0
955,159.0
956,162.0
957,165.0
958,168.0
959,171.0
960,176.0
961,188.0
962,190.0
963,190.0
964,195.0
965,201.0
966,204.0
967,208.0
968,211.0
969,213.0
970,214.0
971,217.0
972,222.0
973,233.0
974,238.0
975,241.0
976,238.0
977,236.0
978,237.0
979,236.0
980,230.0
981,231.0
982,233.0
983,237.0
984,242.0
985,244.0
986,245.0
987,247.0
988,249.0
989,251.0
990,257.0
991,264.0
992,269.0
993,273.0
994,274.0
995,274.0
996,274.0
997,275.0
998,276.0
999,277.0
1000,273.0
1001,272.0
1002,270.0
1003,268.0
1004,266.0
1005,267.0
1006,275.0
1007,278.0
1008,287.0
1009,293.0
1010,297.0
1011,297.0
1012,294.0
1013,292.0
1014,291.0
1015,293.0
1016,290.0
1017,288.0
1018,284.0
1019,280.0
1020,279.0
1021,278.0
1022,279.0
1023,280.0
1024,284.0
1025,283.0
1026,279.0
1027,277.0
1028,275.0
1029,272.0
1030,274.0
1031,275.0
1032,269.0
1033,268.0
1034,263.0
1035,266.0
1036,270.0
1037,266.0
1038,265.0
1039,265.0
1040,265.0
1041,266.0
1042,269.0
1043,270.0
1044,270.0
1045,271.0
1046,278.0
1047,283.0
1048,283.0
1049,279.0
1050,297.0
1051,302.0
1052,302.0
1053,298.0
1054,295.0
1055,297.0
1056,291.0
1057,283.0
1058,281.0
1059,284.0
1060,282.0
1061,279.0
1062,274.0
1063,269.0
1064,265.0
1065,263.0
1066,260.0
1067,257.0
1068,261.0
1069,265.0
1070,261.0
1071,256.0
1072,255.0
1073,259.0
1074,262.0
1075,257.0
1076,253.0
1077,250.0
1078,245.0
1079,236.0
1080,226.0
1081,214.0
1082,201.0
1083,191.0
1084,184.0
1085,180.0
1086,178.0
1087,175.0
1088,168.0
1089,165.0
1090,163.0
1091,159.0
1092,151.0
1093,148.0
1094,145.0
1095,142.0
1096,136.0
1097,127.0
1098,117.0
1099,112.0
1100,106.0
1101,103.0
1102,104.0
1103,101.0
1104,99.0
1105,102.0
1106,102.0
1107,102.0
1108,104.0
1109,105.0
1110,109.0
1111,110.0
1112,108.0
1113,108.0
1114,108.0
1115,110.0
1116,113.0
1117,114.0
1118,113.0
1119,115.0
1120,120.0
1121,118.0
1122,118.0
1123,117.0
1124,117.0
1125,115.0
1126,115.0
1127,116.0
1128,114.0
1129,113.0
1130,114.0
1131,116.0
1132,120.0
1133,122.0
1134,121.0
1135,120.0
1136,119.0
1137,119.0
1138,119.0
1139,121.0
1140,123.0
1141,120.0
1142,122.0
1143,123.0
1144,123.0
1145,125.0
1146,126.0
1147,130.0
1148,132.0
1149,132.0
1150,132.0
1151,131.0
1152,130.0
1153,128.0
1154,127.0
1155,126.0
1156,127.0
1157,129.0
1158,130.0
1159,128.0
1160,125.0
1161,124.0
1162,122.0
1163,116.0
1164,108.0
1165,97.0
1166,89.0
1167,86.0
1168,85.0
1169,85.0
1170,88.0
1171,93.0
1172,101.0
1173,108.0
1174,117.0
1175,117.0
1176,112.0
1177,105.0
1178,96.0
1179,87.0
1180,83.0
1181,81.0
1182,79.0
1183,78.0
1184,77.0
1185,78.0
1186,85.0
1187,94.0
1188,99.0
1189,99.0
1190,103.0
1191,107.0
1192,109.0
1193,108.0
1194,106.0
1195,103.0
1196,102.0
1197,100.0
1198,98.0
1199,101.0
1200,100.0
1201,95.0
1202,86.0
1203,79.0
1204,76.0
1205,76.0
1206,78.0
1207,81.0
1208,85.0
1209,83.0
1210,80.0
1211,75.0
1212,65.0
1213,63.0
1214,59.0
1215,54.0
1216,53.0
1217,55.0
1218,58.0
1219,63.0
1220,67.0
1221,74.0
1222,79.0
1223,85.0
1224,90.0
1225,92.0
1226,96.0
1227,101.0
1228,106.0
1229,110.0
1230,116.0
1231,120.0
1232,120.0
1233,123.0
1234,128.0
1235,133.0
1236,139.0
1237,143.0
1238,144.0
1239,143.0
1240,144.0
1241,146.0
1242,147.0
1243,148.0
1244,151.0
1245,154.0
1246,157.0
1247,158.0
1248,160.0
1249,162.0
1250,163.0
1251,165.0
1252,167.0
1253,171.0
1254,173.0
1255,174.0
1256,172.0
1257,169.0
1258,170.0
1259,169.0
1260,168.0
1261,166.0
1262,168.0
1263,172.0
1264,180.0
1265,181.0
1266,180.0
1267,184.0
1268,190.0
1269,191.0
1270,189.0
1271,189.0
1272,184.0
1273,177.0
1274,180.0
1275,182.0
1276,185.0
1277,187.0
1278,187.0
1279,187.0
1280,187.0
1281,187.0
1282,188.0
1283,188.0
1284,188.0
1285,186.0
1286,185.0
1287,185.0
1288,185.0
1289,183.0
1290,186.0
1291,189.0
1292,192.0
1293,191.0
1294,185.0
1295,179.0
1296,177.0
1297,177.0
1298,178.0
1299,178.0
1300,177.0
1301,181.0
1302,187.0
1303,191.0
1304,191.0
1305,190.0
1306,189.0
1307,189.0
1308,189.0
1309,186.0
1310,183.0
1311,181.0
1312,179.0
1313,181.0
1314,185.0
1315,185.0
1316,185.0
1317,186.0
1318,190.0
1319,191.0
1320,191.0
1321,189.0
1322,192.0
1323,192.0
1324,193.0
1325,194.0
1326,192.0
1327,189.0
1328,187.0
1329,186.0
1330,186.0
1331,186.0
1332,185.0
1333,186.0
1334,185.0
1335,185.0
1336,184.0
1337,183.0
1338,183.0
1339,184.0
1340,187.0
1341,188.0
1342,193.0
1343,198.0
1344,201.0
1345,204.0
1346,203.0
1347,212.0
1348,215.0
1349,213.0
1350,209.0
1351,202.0
1352,204.0
1353,208.0
1354,205.0
1355,200.0
1356,197.0
1357,199.0
1358,193.0
1359,186.0
1360,186.0
1361,184.0
1362,183.0
1363,184.0
1364,184.0
1365,184.0
1366,183.0
1367,181.0
1368,183.0
1369,193.0
1370,202.0
1371,210.0
1372,213.0
1373,211.0
1374,209.0
1375,205.0
1376,201.0
1377,197.0
1378,192.0
1379,185.0
1380,177.0
1381,166.0
1382,152.0
1383,141.0
1384,128.0
1385,118.0
1386,111.0
1387,110.0
1388,107.0
1389,100.0
1390,91.0
1391,84.0
1392,78.0
1393,75.0
1394,75.0
1395,72.0
1396,68.0
1397,67.0
1398,68.0
1399,69.0
1400,71.0
1401,76.0
1402,77.0
1403,75.0
1404,75.0
1405,77.0
1406,77.0
1407,76.0
1408,76.0
1409,77.0
1410,78.0
1411,78.0
1412,77.0
1413,76.0
1414,74.0
1415,75.0
1416,76.0
1417,76.0
1418,76.0
1419,78.0
1420,78.0
1421,79.0
1422,83.0
1423,87.0
1424,94.0
1425,105.0
1426,120.0
1427,134.0
1428,151.0
1429,165.0
1430,176.0
1431,185.0
1432,197.0
1433,210.0
1434,222.0
1435,226.0
1436,229.0
1437,235.0
1438,240.0
1439,237.0
1440,232.0
1441,231.0
1442,228.0
1443,225.0
1444,221.0
1445,220.0
1446,223.0
1447,220.0
1448,216.0
1449,208.0
1450,196.0
1451,183.0
1452,172.0
1453,164.0
1454,161.0
1455,162.0
1456,164.0
1457,168.0
1458,170.0
1459,170.0
1460,168.0
1461,164.0
1462,159.0
1463,150.0
1464,147.0
1465,138.0
1466,127.0
1467,121.0
1468,115.0
1469,111.0
1470,107.0
1471,105.0
1472,103.0
1473,101.0
1474,100.0
1475,99.0
1476,98.0
1477,97.0
1478,94.0
1479,93.0
1480,93.0
1481,91.0
1482,91.0
1483,80.0
1484,79.0
1485,81.0
1486,83.0
1487,82.0
1488,82.0
1489,83.0
1490,85.0
1491,86.0
1492,87.0
1493,88.0
1494,88.0
1495,88.0
1496,88.0
1497,88.0
1498,90.0
1499,89.0
1500,89.0
1501,89.0
1502,90.0
1503,91.0
1504,93.0
1505,96.0
1506,101.0
1507,104.0
1508,106.0
1509,107.0
1510,110.0
1511,114.0
1512,117.0
1513,119.0
1514,124.0
1515,126.0
1516,127.0
1517,128.0
1518,129.0
1519,127.0
1520,127.0
1521,130.0
1522,130.0
1523,130.0
1524,129.0
1525,127.0
1526,126.0
1527,125.0
1528,125.0
1529,124.0
1530,124.0
1531,123.0
1532,122.0
1533,122.0
1534,124.0
1535,124.0
1536,124.0
1537,125.0
1538,125.0
1539,124.0
1540,124.0
1541,121.0
1542,118.0
1543,119.0
1544,123.0
1545,125.0
1546,125.0
1547,125.0
1548,126.0
1549,126.0
1550,127.0
1551,129.0
1552,127.0
1553,127.0
1554,127.0
1555,131.0
1556,133.0
1557,134.0
1558,136.0
1559,138.0
1560,140.0
1561,139.0
1562,140.0
1563,141.0
1564,143.0
1565,144.0
1566,144.0
1567,143.0
1568,145.0
1569,149.0
1570,153.0
1571,157.0
1572,157.0
1573,158.0
1574,159.0
1575,157.0
1576,154.0
1577,155.0
1578,153.0
1579,153.0
1580,154.0
1581,156.0
1582,158.0
1583,160.0
1584,160.0
1585,157.0
1586,158.0
1587,165.0
1588,172.0
1589,175.0
1590,183.0
1591,191.0
1592,199.0
1593,209.0
1594,216.0
1595,214.0
1596,207.0
1597,210.0
1598,211.0
1599,212.0
1600,212.0
1601,213.0
1602,213.0
1603,214.0
1604,214.0
1605,217.0
1606,222.0
1607,224.0
1608,223.0
1609,222.0
1610,224.0
1611,230.0
1612,240.0
1613,251.0
1614,261.0
1615,273.0
1616,281.0
1617,284.0
1618,288.0
1619,289.0
1620,291.0
1621,297.0
1622,300.0
1623,304.0
1624,305.0
1625,304.0
1626,304.0
1627,303.0
1628,302.0
1629,304.0
1630,305.0
1631,305.0
1632,305.0
1633,302.0
1634,299.0
1635,291.0
1636,283.0
1637,276.0
1638,270.0
1639,267.0
1640,264.0
1641,262.0
1642,261.0
1643,256.0
1644,252.0
1645,248.0
1646,244.0
1647,239.0
1648,231.0
1649,224.0
1650,218.0
1651,215.0
1652,209.0
1653,203.0
1654,201.0
1655,204.0
1656,203.0
1657,198.0
1658,193.0
1659,188.0
1660,185.0
1661,179.0
1662,172.0
1663,166.0
1664,163.0
1665,159.0
1666,156.0
1667,152.0
1668,149.0
1669,145.0
1670,143.0
1671,141.0
1672,139.0
1673,135.0
1674,132.0
1675,131.0
1676,133.0
1677,134.0
1678,130.0
1679,128.0
1680,128.0
1681,125.0
1682,131.0
1683,132.0
1684,133.0
1685,136.0
1686,142.0
1687,153.0
1688,156.0
1689,168.0
1690,182.0
1691,196.0
1692,205.0
1693,210.0
1694,215.0
1695,220.0
1696,224.0
1697,230.0
1698,235.0
1699,237.0
1700,235.0
1701,230.0
1702,225.0
1703,221.0
1704,220.0
1705,
1706,
1707,
1708,
1709,
1710,
1711,
1712,
1713,
1714,
1715,
1716,
1717,
1718,
1719,
1720,
1721,
1722,
1723,
1724,
1725,
1726,
1727,
1728,
1729,
1730,
1731,
1732,
1733,
1734,
1735,
1736,199.0
1737,190.0
1738,178.0
1739,167.0
1740,157.0
1741,152.0
1742,147.0
1743,147.0
1744,147.0
1745,146.0
1746,146.0
1747,145.0
1748,143.0
1749,139.0
1750,137.0
1751,135.0
1752,132.0
1753,132.0
1754,133.0
1755,135.0
1756,137.0
1757,137.0
1758,136.0
1759,134.0
1760,130.0
1761,128.0
1762,126.0
1763,124.0
1764,123.0
1765,122.0
1766,119.0
1767,117.0
1768,115.0
1769,114.0
1770,116.0
1771,116.0
1772,116.0
1773,115.0
1774,114.0
1775,113.0
1776,110.0
1777,106.0
1778,104.0
1779,103.0
1780,103.0
1781,102.0
1782,91.0
1783,91.0
1784,92.0
1785,91.0
1786,89.0
1787,89.0
1788,89.0
1789,89.0
1790,90.0
1791,92.0
1792,94.0
1793,97.0
1794,100.0
1795,102.0
1796,104.0
1797,103.0
1798,100.0
1799,98.0
1800,97.0
1801,97.0
1802,97.0
1803,98.0
1804,97.0
1805,94.0
1806,92.0
1807,92.0
1808,90.0
1809,96.0
1810,99.0
1811,96.0
1812,94.0
1813,94.0
1814,95.0
1815,97.0
1816,102.0
1817,103.0
1818,101.0
1819,100.0
1820,98.0
1821,98.0
1822,103.0
1823,110.0
1824,114.0
1825,116.0
1826,116.0
1827,115.0
1828,112.0
1829,111.0
1830,112.0
1831,113.0
1832,115.0
1833,118.0
1834,121.0
1835,123.0
1836,125.0
1837,128.0
1838,129.0
1839,131.0
1840,131.0
1841,135.0
1842,138.0
1843,141.0
1844,146.0
1845,145.0
1846,144.0
1847,144.0
1848,144.0
1849,144.0
1850,145.0
1851,146.0
1852,149.0
1853,152.0
1854,153.0
1855,153.0
1856,154.0
1857,156.0
1858,157.0
1859,157.0
1860,156.0
1861,157.0
1862,158.0
1863,159.0
1864,159.0
1865,160.0
1866,162.0
1867,166.0
1868,169.0
1869,171.0
1870,170.0
1871,168.0
1872,169.0
1873,171.0
1874,172.0
1875,171.0
1876,172.0
1877,172.0
1878,175.0
1879,179.0
1880,186.0
1881,192.0
1882,194.0
1883,203.0
1884,205.0
1885,205.0
1886,205.0
1887,205.0
1888,206.0
1889,208.0
1890,209.0
1891,208.0
1892,210.0
1893,213.0
1894,212.0
1895,210.0
1896,210.0
1897,209.0
1898,212.0
1899,218.0
1900,228.0
1901,241.0
1902,255.0
1903,254.0
1904,254.0
1905,256.0
1906,268.0
1907,277.0
1908,276.0
1909,278.0
1910,280.0
1911,279.0
1912,276.0
1913,278.0
1914,279.0
1915,274.0
1916,274.0
1917,273.0
1918,273.0
1919,276.0
1920,279.0
1921,273.0
1922,274.0
1923,273.0
1924,270.0
1925,264.0
1926,258.0
1927,254.0
1928,245.0
1929,237.0
1930,222.0
1931,219.0
1932,208.0
1933,202.0
1934,193.0
1935,189.0
1936,187.0
1937,185.0
1938,182.0
1939,181.0
1940,178.0
1941,170.0
1942,165.0
1943,163.0
1944,163.0
1945,161.0
1946,159.0
1947,157.0
1948,156.0
1949,154.0
1950,152.0
1951,149.0
1952,147.0
1953,147.0
1954,133.0
1955,127.0
1956,131.0
1957,133.0
1958,130.0
1959,127.0
1960,126.0
1961,125.0
1962,124.0
1963,122.0
1964,118.0
1965,118.0
1966,118.0
1967,117.0
1968,117.0
1969,114.0
1970,115.0
1971,117.0
1972,116.0
1973,117.0
1974,120.0
1975,121.0
1976,120.0
1977,119.0
1978,123.0
1979,122.0
1980,118.0
1981,116.0
1982,113.0
1983,113.0
1984,113.0
1985,113.0
1986,117.0
1987,121.0
1988,120.0
1989,121.0
1990,124.0
1991,126.0
1992,129.0
1993,137.0
1994,140.0
1995,148.0
1996,152.0
1997,154.0
1998,156.0
1999,157.0
2000,158.0
2001,155.0
2002,150.0
2003,146.0
2004,143.0
2005,138.0
2006,130.0
2007,124.0
2008,126.0
2009,122.0
2010,115.0
2011,109.0
2012,106.0
2013,110.0
2014,113.0
2015,113.0
2016,115.0
2017,116.0
2018,119.0
2019,120.0
2020,119.0
2021,118.0
2022,112.0
2023,116.0
2024,111.0
2025,108.0
2026,104.0
2027,106.0
2028,112.0
2029,116.0
2030,117.0
2031,118.0
2032,120.0
2033,121.0
2034,118.0
2035,115.0
2036,112.0
2037,112.0
2038,114.0
2039,115.0
2040,115.0
2041,112.0
2042,116.0
2043,121.0
2044,125.0
2045,126.0
2046,126.0
2047,123.0
2048,118.0
2049,114.0
2050,107.0
2051,101.0
2052,97.0
2053,95.0
2054,89.0
2055,86.0
2056,85.0
2057,87.0
2058,88.0
2059,90.0
2060,94.0
2061,98.0
2062,100.0
2063,101.0
2064,101.0
2065,100.0
2066,97.0
2067,94.0
2068,95.0
2069,97.0
2070,99.0
2071,101.0
2072,104.0
2073,107.0
2074,111.0
2075,115.0
2076,121.0
2077,127.0
2078,135.0
2079,138.0
2080,142.0
2081,150.0
2082,156.0
2083,155.0
2084,155.0
2085,157.0
2086,162.0
2087,166.0
2088,171.0
2089,176.0
2090,179.0
2091,183.0
2092,187.0
2093,194.0
2094,200.0
2095,205.0
2096,210.0
2097,213.0
2098,215.0
2099,218.0
2100,220.0
2101,222.0
2102,225.0
2103,226.0
2104,228.0
2105,231.0
2106,234.0
2107,235.0
2108,236.0
2109,238.0
2110,239.0
2111,240.0
2112,242.0
2113,244.0
2114,243.0
2115,243.0
2116,245.0
2117,248.0
2118,251.0
2119,251.0
2120,246.0
2121,244.0
2122,245.0
2123,250.0
2124,250.0
2125,247.0
2126,247.0
2127,248.0
2128,250.0
2129,251.0
2130,255.0
2131,261.0
2132,260.0
2133,257.0
2134,263.0
2135,266.0
2136,265.0
2137,266.0
2138,266.0
2139,266.0
2140,266.0
2141,266.0
2142,266.0
2143,266.0
2144,266.0
2145,269.0
2146,274.0
2147,274.0
2148,272.0
2149,269.0
2150,268.0
2151,267.0
2152,265.0
2153,265.0
2154,265.0
